Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
90.49,1.0,1,1,6,6,SWM,"Schweitzer-Mauduit International, Inc.",26.28,Buy
90.42,1.3,3,1,1.0,17,ARDX,"Ardelyx, Inc.",145.28,Buy
90.42,1.3,3,1,1.0,17,AXSM,"Axsome Therapeutics, Inc.",176.42,Buy
90.42,1.3,3,1,1.0,17,FCSC,Fibrocell Science Inc,94.12,Buy
90.42,1.3,3,1,1.0,17,NH,"NantHealth, Inc.",86.05,Buy
90.38,2.0,1,1,6,3,PDEX,"Pro-Dex, Inc.",30.61,Buy
90.24,1.5,1,1,1.0,6,HMTV,"Hemisphere Media Group, Inc.",27.49,Buy
90.16,2.0,1,1,1.0,17,ATNX,"Athenex, Inc.",15.94,Buy
90.12,1.6,1,1,1.7000000000000002,1,NTRI,NutriSystem Inc,13.37,Buy
89.99,1.0,1,1,6,8,JAX,"J. Alexander&#39;s Holdings, Inc.",36.59,Buy
89.89,1.7,1,1,6,5,MXL,"MaxLinear, Inc",33.49,Buy
89.63,1.8,1,1,1.5,5,MU,"Micron Technology, Inc.",36.61,Buy
89.62,1.0,2,1,1.0,3,SLP,"Simulations Plus, Inc.",15.67,Buy
89.58,1.5,3,1,1.0,17,AQXP,"Aquinox Pharmaceuticals, Inc.",78.83,Buy
89.58,1.5,3,1,1.0,17,HTGM,"HTG Molecular Diagnostics, Inc.",140.59,Buy
89.58,1.5,3,1,6,1,CASH,"Meta Financial Group, Inc.",67.01,Buy
89.58,1.5,3,1,1.0,17,SELB,"Selecta Biosciences, Inc.",59.01,Buy
89.58,1.5,3,1,1.0,17,STAF,"Staffing 360 Solutions, Inc.",309.84,Buy
89.58,1.5,3,1,1.0,17,TRIL,Trillium Therapeutics Inc.,278.95,Buy
89.38,2.0,1,1,6,5,GFF,Griffon Corporation,37.93,Buy
89.36,1.0,1,1,6,6,LCUT,"Lifetime Brands, Inc.",19.48,Buy
89.24,1.3,1,1,6,5,GTN,"Gray Television, Inc.",19.6,Buy
89.17,1.6,3,1,1.0,17,ALDX,"Aldeyra Therapeutics, Inc.",226.53,Buy
89.17,1.6,3,1,1.0,17,CDTX,"Cidara Therapeutics, Inc.",91.78,Buy
89.17,1.6,3,1,1.0,17,CBAY,CymaBay Therapeutics Inc.,61.07,Buy
89.17,1.6,3,1,1.0,17,HSGX,Histogenics Corporation,113.9,Buy
89.17,1.6,3,1,1.0,17,KMPH,"KemPharm, Inc.",142.42,Buy
89.17,1.6,3,1,1.0,17,ZYNE,"Zynerba Pharmaceuticals, Inc.",95.95,Buy
89.06,1.0,1,1,6,6,KB,KB Financial Group Inc,17.68,Buy
89.04,1.9,1,1,1.5,1,LRCX,Lam Research Corporation,8.29,Buy
89.01,1.0,1,1,6,5,JBSS,"John B. Sanfilippo & Son, Inc.",10.75,Buy
88.98,1.5,1,1,6,3,AGO,Assured Guaranty Ltd.,9.69,Buy
88.97,1.5,2,1,1.0,1,CVGW,"Calavo Growers, Inc.",10.27,Buy
88.89,1.0,1,1,6,11,JASN,"Jason Industries, Inc.",153.91,Buy
88.89,1.0,1,1,6,11,LXU,Lsb Industries Inc.,83.97,Buy
88.81,1.4,3,1,1.0,17,ANAB,"AnaptysBio, Inc.",42.86,Buy
88.81,2.0,1,1,1.0,9,NEPT,Neptune Technologies & Bioresources Inc,77.36,Buy
88.81,2.0,1,1,1.0,9,RVLT,"Revolution Lighting Technologies, Inc.",99.72,Buy
88.81,1.0,1,1,6,9,OPY,"Oppenheimer Holdings, Inc.",36.22,Buy
88.75,1.7,3,1,1.0,17,OBSV,ObsEva SA,238.77,Buy
88.67,2.0,1,1,6,2,CAC,Camden National Corporation,13.66,Buy
88.63,2.0,1,1,6,2,CVCO,"Cavco Industries, Inc.",13.46,Buy
88.61,2.0,1,1,6,4,FDP,"Fresh Del Monte Produce, Inc.",26.63,Buy
88.58,1.8,1,1,6,5,NGHC,National General Holdings Corp,28.15,Buy
88.57,2.0,1,1,1.0,8,GAIA,"Gaia, Inc.",41.67,Buy
88.57,1.0,1,1,1.0,13,VRML,"Vermillion, Inc.",56.25,Buy
88.5,1.5,1,1,1.0,3,ALGN,"Align Technology, Inc.",-4.66,Buy
88.47,1.0,2,1,1.0,3,TRCB,Two River Bancorp,7.63,Buy
88.42,1.5,3,1,1.0,17,URGN,UroGen Pharma Ltd.,43.05,Buy
88.33,1.8,3,1,1.0,17,CNAT,Conatus Pharmaceuticals Inc.,152.61,Buy
88.33,1.8,3,1,1.0,17,GTHX,"G1 Therapeutics, Inc.",110.88,Buy
88.33,1.8,3,1,1.0,17,GNCA,"Genocea Biosciences, Inc.",175.97,Buy
88.33,1.8,3,1,1.0,17,GBT,"Global Blood Therapeutics, Inc.",103.04,Buy
88.33,1.8,3,1,1.0,17,HRTX,"Heron Therapeutics, Inc.  ",70.21,Buy
88.23,1.8,1,1,1.0,5,TBK,"Triumph Bancorp, Inc.",14.29,Buy
88.14,2.0,1,2,1.0,5,IIIN,"Insteel Industries, Inc.",43.67,Buy
88.11,1.3,3,1,1.0,17,ACRS,"Aclaris Therapeutics, Inc.",36.13,Buy
88.06,2.0,1,1,6,8,LTRX,"Lantronix, Inc.",80.18,Buy
88.06,2.0,1,1,6,3,SMBC,"Southern Missouri Bancorp, Inc.",16.68,Buy
87.92,1.9,3,1,1.0,17,ABUS,Arbutus Biopharma Corporation,150.0,Buy
87.86,2.0,1,1,1.0,10,SANW,S&W Seed Company,122.22,Buy
87.8,1.3,2,1,1.0,17,BOLD,"Audentes Therapeutics, Inc.",9.33,Buy
87.74,1.5,1,1,1.0,12,BIOL,"Biolase, Inc.",167.86,Buy
87.74,1.5,1,1,1.0,12,CBMX,CombiMatrix Corporation,53.4,Buy
87.73,1.5,1,2,6,1,THO,"Thor Industries, Inc.",13.86,Buy
87.64,1.7,3,1,1.0,17,LMB,"Limbach Holdings, Inc.",43.34,Buy
87.5,2.0,3,1,1.0,17,AVXL,Anavex Life Sciences Corp.,261.45,Buy
87.5,2.0,3,1,1.0,17,EARS,Auris Medical Holding AG,412.05,Buy
87.5,2.0,3,1,1.0,17,BLRX,BioLineRx Ltd.,202.11,Buy
87.5,2.0,3,1,1.0,17,BPTH,"Bio-Path Holdings, Inc.",778.38,Buy
87.5,2.0,3,1,1.0,17,CHEK,Check-Cap Ltd.,170.27,Buy
87.5,2.0,2,2,1.0,17,CRVS,"Corvus Pharmaceuticals, Inc.",102.15,Buy
87.5,2.0,3,1,1.0,17,EVOK,"Evoke Pharma, Inc.",267.97,Buy
87.5,2.0,3,1,1.0,17,GALT,Galectin Therapeutics Inc.,69.9,Buy
87.5,2.0,3,1,1.0,17,GLMD,Galmed Pharmaceuticals Ltd.,98.97,Buy
87.5,2.0,3,1,1.0,17,NTEC,Intec Pharma Ltd.,60.71,Buy
87.5,2.0,3,1,1.0,17,JAGX,"Jaguar Animal Health, Inc.",179.72,Buy
87.5,2.0,3,1,1.0,17,MARA,"Marathon Patent Group, Inc.",1441.43,Buy
87.5,2.0,1,1,3.0,17,MRNS,"Marinus Pharmaceuticals, Inc.",160.42,Buy
87.5,1.0,3,1,2.0,17,NVCN,Neovasc Inc.,312.84,Buy
87.5,2.0,3,1,1.0,17,ONS,"Oncobiologics, Inc.",1013.13,Buy
87.5,2.0,3,1,1.0,17,PGLC,Pershing Gold Corporation,86.34,Buy
87.5,2.0,3,1,1.0,17,POLA,"Polar Power, Inc.",74.42,Buy
87.5,2.0,3,1,1.0,17,LENS,Presbia PLC,389.8,Buy
87.5,2.0,3,1,1.0,17,PBMD,Prima BioMed Ltd,306.95,Buy
87.5,2.0,3,1,1.0,17,MARK,"Remark Holdings, Inc.",169.36,Buy
87.5,2.0,3,1,1.0,17,SNES,"SenesTech, Inc.",348.93,Buy
87.5,2.0,3,1,1.0,17,URRE,"Uranium Resources, Inc.",102.7,Buy
87.5,2.0,3,1,1.0,17,VBLT,Vascular Biogenics Ltd.,158.82,Buy
87.5,2.0,3,1,1.0,17,VTGN,"VistaGen Therapeutics, Inc.",96.08,Buy
87.41,1.0,1,2,2.0,4,CENTA,Central Garden & Pet Company,31.88,Buy
87.38,1.3,6,1,1.0,5,ESXB,Community Bankers Trust Corporation.,8.43,Buy
87.33,1.8,1,1,1.0,5,CARO,Carolina Financial Corporation,8.01,Buy
87.27,2.0,1,1,1.0,8,RCMT,"RCM Technologies, Inc.",32.58,Buy
87.24,1.4,1,1,1.0,11,ATRS,"Antares Pharma, Inc.",37.38,Buy
87.24,2.0,1,1,6,2,NOVT,Novanta Inc.,5.12,Buy
87.18,1.7,3,1,1.0,17,INSM,"Insmed, Inc.",40.59,Buy
87.17,1.7,1,1,1.2999999999999998,5,AVGO,Broadcom Limited,11.83,Buy
87.14,2.0,1,1,2.0,7,CETX,Cemtrex Inc.,50.15,Buy
87.14,1.7,2,1,1.0,2,COHR,"Coherent, Inc.",9.13,Buy
87.13,2.0,1,1,6,6,DAL,"Delta Air Lines, Inc.",31.13,Buy
87.09,2.0,3,1,1.0,17,CPRX,"Catalyst Pharmaceuticals, Inc.",47.54,Buy
87.05,1.7,3,1,1.0,17,MGEN,"Miragen Therapeutics, Inc.",39.81,Buy
87.02,1.7,1,1,1.0,12,CBIO,"Catalyst Biosciences, Inc. ",169.61,Buy
87.02,1.7,1,1,1.0,12,DRRX,DURECT Corporation,70.45,Buy
87.02,1.7,1,1,1.0,12,IZEA,IZEA Inc.,276.34,Buy
87.02,1.7,1,1,1.0,12,PIRS,"Pieris Pharmaceuticals, Inc.",69.17,Buy
87.02,1.7,1,1,1.0,12,PSDV,pSivida Corp.,733.33,Buy
86.92,2.0,1,1,6,2,FSFG,"First Savings Financial Group, Inc.",3.19,Buy
86.91,2.0,1,1,1.0,6,TSEM,Tower Semiconductor Ltd.,16.67,Buy
86.9,2.0,1,1,1.0,11,AMDA,Amedica Corporation,1233.33,Buy
86.9,2.0,1,1,1.0,11,CBMG,"Cellular Biomedicine Group, Inc.",86.53,Buy
86.9,2.0,1,1,1.0,11,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",326.23,Buy
86.9,2.0,1,1,1.0,11,NXTD,NXT-ID Inc.,242.47,Buy
86.9,1.6,3,1,1.0,5,PLPM,"Planet Payment, Inc.",59.09,Buy
86.9,2.0,1,1,1.0,11,SNOA,"Sonoma Pharmaceuticals, Inc.",52.67,Buy
86.9,2.0,1,1,1.0,11,TTNP,"Titan Pharmaceuticals, Inc.",310.26,Buy
86.81,1.5,1,1,6,11,VCEL,Vericel Corporation,81.82,Buy
86.67,1.2,4,1,1.0,17,EIGR,"Eiger BioPharmaceuticals, Inc.",295.35,Buy
86.67,2.2,2,1,2.0,17,RTTR,"Ritter Pharmaceuticals, Inc.",503.45,Buy
86.6,1.9,2,1,1.0,17,AERI,"Aerie Pharmaceuticals, Inc.",17.12,Buy
86.56,1.0,1,1,6,10,AGYS,"Agilysys, Inc.",29.35,Buy
86.54,1.7,3,1,1.0,17,YTRA,"Yatra Online, Inc.",36.74,Buy
86.52,1.0,3,1,6,5,UFI,"Unifi, Inc.",45.76,Buy
86.46,2.0,1,1,6,3,UVSP,Univest Corporation of Pennsylvania,7.08,Buy
86.38,1.8,1,1,1.0,7,INBK,First Internet Bancorp,14.65,Buy
86.38,2.0,1,1,6,4,SILC,Silicom Ltd,13.29,Buy
86.33,1.5,2,1,1.0,8,ASUR,Asure Software Inc,38.46,Buy
86.33,2.0,1,1,6,8,EDGW,"Edgewater Technology, Inc.",39.66,Buy
86.25,1.3,4,1,1.0,17,KURA,"Kura Oncology, Inc.",68.42,Buy
86.21,2.0,1,1,1.0,8,CVGI,"Commercial Vehicle Group, Inc.",25.14,Buy
86.21,1.5,2,1,1.0,5,CWCO,Consolidated Water Co. Ltd.,17.65,Buy
86.19,1.8,3,1,1.0,5,MEET,"The Meet Group, Inc.",81.41,Buy
86.11,2.0,3,1,1.0,17,SSTI,"ShotSpotter, Inc.",41.67,Buy
86.1,1.6,2,6,1.0,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",26.61,Buy
86.06,1.5,3,1,1.0,6,LYTS,LSI Industries Inc.,48.28,Buy
85.98,1.4,2,1,1.0,4,OSUR,"OraSure Technologies, Inc.",6.86,Buy
85.97,1.3,1,2,1.0,8,QADB,QAD Inc.,30.95,Buy
85.97,1.9,3,1,1.0,17,VSAR,"Versartis, Inc.",38.3,Buy
85.97,1.5,2,1,6,8,BBW,"Build-A-Bear Workshop, Inc.",51.28,Buy
85.96,1.0,1,1,6,10,BBOX,Black Box Corporation,25.79,Buy
85.95,2.0,1,1,1.0,12,APDN,Applied DNA Sciences Inc,261.45,Buy
85.95,2.0,1,1,1.0,12,ARLZ,Aralez Pharmaceuticals Inc.,320.0,Buy
85.95,2.0,1,1,1.0,12,ORMP,Oramed Pharmaceuticals Inc.,206.37,Buy
85.95,2.0,1,1,1.0,12,TROV,"TrovaGene, Inc.",356.46,Buy
85.83,2.0,1,1,6,10,AKTS,"Akoustis Technologies, Inc.",131.88,Buy
85.83,1.3,2,1,1.0,11,CLLS,Cellectis S.A.,68.78,Buy
85.83,2.0,1,1,6,10,CVO,Cenveo Inc,53.06,Buy
85.78,2.0,1,1,6,10,OSTK,"Overstock.com, Inc.",49.7,Buy
85.77,1.5,2,1,1.0,6,FNGN,"Financial Engines, Inc.",21.21,Buy
85.72,1.7,2,1,1.0,17,BGNE,"BeiGene, Ltd.",6.84,Buy
85.71,1.4,3,1,1.0,7,DGII,Digi International Inc.,51.52,Buy
85.7,1.8,2,1,6,2,WAL,Western Alliance Bancorporation,15.88,Buy
85.69,2.3,1,1,6,9,CGI,"Celadon Group, Inc.",144.68,Buy
85.56,1.8,1,1,6,11,VIVE,"Viveve Medical, Inc.",64.18,Buy
85.55,2.0,1,2,6,3,CRAI,"CRA International,Inc.",26.61,Buy
85.5,1.4,3,1,1.0,17,GLYC,"GlycoMimetics, Inc.",22.99,Buy
85.45,1.4,2,1,6,5,CRY,"CryoLife, Inc.",24.34,Buy
85.43,1.5,2,1,1.0,8,TACO,"Del Taco Restaurants, Inc.",32.18,Buy
85.42,1.5,4,1,1.0,17,AQMS,"Aqua Metals, Inc.",115.52,Buy
85.42,1.5,4,1,1.0,17,COLL,"Collegium Pharmaceutical, Inc.",60.26,Buy
85.42,1.5,3,1,1.0,17,SGH,"SMART Global Holdings, Inc.",25.0,Buy
85.42,2.5,1,2,2.0,17,TNXP,Tonix Pharmaceuticals Holding Corp.,116.28,Buy
85.42,1.5,4,1,1.0,17,VTVT,vTv Therapeutics Inc.,236.43,Buy
85.38,1.5,3,1,1.0,2,LOPE,"Grand Canyon Education, Inc.",16.82,Buy
85.3,2.2,1,1,1.0,5,LBRDA,Liberty Broadband Corporation,3.77,Buy
85.23,1.5,3,1,6,3,EBIX,"Ebix, Inc.",37.19,Buy
85.18,2.0,1,1,6,5,BWFG,"Bankwell Financial Group, Inc.",12.77,Buy
85.16,1.7,3,1,1.0,17,QTNA,"Quantenna Communications, Inc.",28.46,Buy
85.13,1.0,3,1,1.0,5,SONA,"Southern National Bancorp of Virginia, Inc.",22.61,Buy
85.09,1.0,4,1,1.0,17,CDEV,"Centennial Resource Development, Inc.",35.53,Buy
85.05,1.8,1,1,1.0,10,BLBD,Blue Bird Corporation,25.36,Buy
85.05,2.0,1,1,6,5,SAMG,Silvercrest Asset Management Group Inc.,11.97,Buy
85.0,1.6,4,1,1.0,17,AIMT,"Aimmune Therapeutics, Inc.",75.93,Buy
85.0,2.0,1,1,1.0,13,DRIO,DarioHealth Corp.,80.51,Buy
85.0,1.8,2,1,1.0,10,OPK,"Opko Health, Inc.",90.17,Buy
85.0,2.0,1,1,1.0,13,SLNO,"Soleno Therapeutics, Inc.",843.4,Buy
85.0,2.0,1,1,1.0,13,SNGX,"Soligenix, Inc.",207.02,Buy
85.0,1.6,4,1,1.0,17,WVE,WAVE Life Sciences Ltd.,109.72,Buy
84.97,1.7,3,1,1.0,2,NVMI,Nova Measuring Instruments Ltd.,18.95,Buy
84.95,1.9,2,1,1.2000000000000002,5,SABR,Sabre Corporation,23.8,Buy
84.9,2.3,1,2,1.0,2,ETFC,E*TRADE Financial Corporation,8.48,Buy
84.88,1.3,3,1,1.0,17,HCM,Hutchison China MediTech Limited,16.78,Buy
84.88,2.0,1,1,6,5,PBA,Pembina Pipeline Corp.,10.95,Buy
84.87,1.9,1,1,6,5,BAM,Brookfield Asset Management Inc,8.38,Buy
84.86,2.0,3,1,1.0,5,BSTC,BioSpecifics Technologies Corp,45.72,Buy
84.76,1.6,2,1,1.0,11,EPZM,"Epizyme, Inc.",93.42,Buy
84.72,2.0,1,1,6,11,CYRN,CYREN Ltd.,100.0,Buy
84.72,2.0,1,1,6,11,ICAD,icad inc.,77.66,Buy
84.72,2.0,1,6,1.0,11,SRNE,"Sorrento Therapeutics, Inc.",900.0,Buy
84.7,2.0,1,1,6,8,DQ,DAQO New Energy Corp.,29.87,Buy
84.67,2.0,1,2,6,5,FANH,Fanhua Inc.,92.74,Outperform
84.66,1.9,3,1,1.0,2,PPBI,Pacific Premier Bancorp Inc,21.81,Buy
84.61,1.0,3,1,1.0,3,UFPT,"UFP Technologies, Inc.",5.63,Buy
84.6,2.0,1,1,6,5,ENZ,"Enzo Biochem, Inc.",9.29,Buy
84.58,2.0,1,2,1.0,17,HONE,"HarborOne Bancorp, Inc.",7.47,Buy
84.58,1.7,4,1,1.0,17,TRVN,"Trevena, Inc.",289.11,Buy
84.52,2.0,3,1,1.0,6,PCMI,"PCM, Inc.",155.24,Buy
84.5,1.4,3,1,1.0,17,NEO,"NeoGenomics, Inc.",17.02,Buy
84.47,2.0,1,1,1.0,11,PAM,Pampa Energia S.A.,32.94,Buy
84.46,1.6,3,1,1.0,17,TRHC,"Tabula Rasa HealthCare, Inc.",21.79,Buy
84.42,1.9,3,1,1.0,17,PSDO,"Presidio, Inc.",29.03,Buy
84.4,1.7,2,1,1.0,11,MGNX,"MacroGenics, Inc.",71.9,Buy
84.39,1.8,3,1,1.0,5,FORM,"FormFactor, Inc.",37.4,Buy
84.35,1.7,1,1,6,6,BABA,Alibaba Group Holding Limited,6.94,Buy
84.34,1.8,1,1,1.0,8,VRTU,Virtusa Corporation,7.05,Buy
84.33,1.6,3,1,1.0,5,SBGI,"Sinclair Broadcast Group, Inc.",31.97,Buy
84.21,2.0,1,1,6,11,ERA,"Era Group, Inc.",46.9,Buy
84.2,1.6,4,1,1.0,17,FLXN,"Flexion Therapeutics, Inc.",45.23,Buy
84.17,1.6,4,1,1.2000000000000002,17,AUPH,Aurinia Pharmaceuticals Inc,58.48,Buy
84.17,1.3,3,1,1.0,9,ERII,"Energy Recovery, Inc.",158.73,Buy
84.17,1.8,3,2,1.0,17,OBLN,"Obalon Therapeutics, Inc.",136.69,Buy
84.17,1.8,4,1,1.0,17,METC,"Ramaco Resources, Inc.",92.0,Buy
84.17,1.5,2,1,1.0,12,TGTX,"TG Therapeutics, Inc.",117.02,Buy
84.17,1.3,2,1,3.5,17,VRNA,Verona Pharma plc,104.16,Buy
84.15,1.0,3,1,6,7,TAST,"Carrols Restaurant Group, Inc.",44.9,Buy
84.14,1.4,3,1,1.0,5,NXST,"Nexstar Media Group, Inc.",25.65,Buy
84.14,2.3,3,1,1.0,3,SIMO,Silicon Motion Technology Corporation,34.78,Buy
84.12,2.0,1,1,6,8,FNJN,"Finjan Holdings, Inc.",26.38,Buy
84.08,1.4,2,1,6,4,DOOR,Masonite International Corporation,9.47,Buy
84.06,1.7,3,1,1.0,2,ORBK,Orbotech Ltd.,12.58,Buy
84.06,1.7,3,1,1.0,17,UNIT,Uniti Group Inc.,21.86,Buy
84.05,1.8,2,1,1.0,11,INO,"Inovio Pharmaceuticals, Inc.",135.51,Buy
84.05,1.6,3,1,1.0,8,MYOK,"MyoKardia, Inc.",77.78,Buy
84.05,1.8,3,1,1.0,3,OCLR,"Oclaro, Inc.",21.7,Buy
84.04,1.6,3,1,1.0,17,EVBG,"Everbridge, Inc.",19.25,Buy
84.04,2.0,2,1,1.0,4,NVEE,"NV5 Global, Inc.",8.3,Buy
84.04,1.9,2,1,6,2,MHK,"Mohawk Industries, Inc.",8.39,Buy
83.96,2.0,2,1,1.0,5,UCFC,United Community Financial Corp.,14.38,Buy
83.95,1.5,1,2,6,4,SNX,Synnex Corporation,11.2,Buy
83.87,1.7,2,1,1.5999999999999996,2,FB,"Facebook, Inc.",1.23,Buy
83.81,1.6,2,1,1.0,12,AMRN,Amarin Corporation plc,78.57,Buy
83.8,1.7,3,1,1.0,2,KINS,"Kingstone Companies, Inc",10.77,Buy
83.79,2.0,2,1,6,4,KMG,"KMG Chemicals, Inc.",22.75,Buy
83.75,1.9,3,2,1.0,17,XOG,"Extraction Oil & Gas, Inc.",67.2,Buy
83.75,1.6,2,1,1.0,5,MITK,"Mitek Systems, Inc.",2.94,Buy
83.75,1.6,3,1,1.0,8,XNCR,"Xencor, Inc.",47.9,Buy
83.74,1.5,2,1,1.0,5,LAKE,"Lakeland Industries, Inc.",0.32,Buy
83.72,1.5,3,1,1.0,6,LPTH,"LightPath Technologies, Inc.",31.84,Buy
83.71,1.8,1,1,6,6,TRP,TransCanada Corporation,5.61,Buy
83.7,1.6,3,6,1.0,4,CBPO,"China Biologic Products, Inc.",37.17,Buy
83.69,1.3,3,1,1.0,4,SP,SP Plus Corporation,13.32,Buy
83.66,1.6,1,1,2.0,5,MMSI,"Merit Medical Systems, Inc.",2.31,Buy
83.61,2.0,1,1,6,12,CASM,"CAS Medical Systems, Inc.",152.1,Buy
83.61,2.0,1,1,6,12,DTRM,"Determine, Inc. ",183.02,Buy
83.61,2.0,1,1,6,12,PXS,Pyxis Tankers Inc.,133.92,Buy
83.61,2.0,1,1,6,12,STKS,"The ONE Group Hospitality, Inc.",63.93,Buy
83.61,2.0,1,1,6,12,VDTH,Videocon d2h Limited,63.84,Buy
83.61,2.0,1,1,6,12,WKHS,"Workhorse Group, Inc.",68.92,Buy
83.59,1.8,6,1,1.7999999999999998,4,GOOG,Alphabet Inc.,11.57,Buy
83.58,1.3,3,1,1.0,5,EXAC,"Exactech, Inc.",19.21,Buy
83.58,2.0,1,2,1.0,3,HCSG,"Healthcare Services Group, Inc.",-1.63,Buy
83.57,2.0,3,1,1.0,7,ADES,"Advanced Emissions Solutions, Inc.",70.45,Buy
83.57,1.0,3,1,1.0,3,SGC,"Superior Uniform Group, Inc.",-1.7,Buy
83.55,1.9,1,1,1.4000000000000004,8,HAWK,"Blackhawk Network Holdings, Inc.",14.03,Buy
83.55,2.2,1,2,6,1,SHW,Sherwin-Williams Company (The),6.31,Buy
83.49,1.0,3,1,1.0,5,VIRC,Virco Manufacturing Corporation,11.11,Buy
83.47,1.3,2,1,6,11,IMDZ,Immune Design Corp.,65.22,Buy
83.47,2.0,1,2,6,2,FMS,Fresenius Medical Care Corporation,7.51,Buy
83.47,1.3,3,1,6,1,KAI,Kadant Inc,8.33,Buy
83.45,1.5,3,1,1.0,9,CHKE,Cherokee Inc.,140.74,Buy
83.45,1.8,3,1,1.0,3,LHCG,LHC Group,17.5,Buy
83.45,1.7,2,1,1.0,12,MVIS,"Microvision, Inc.",59.82,Buy
83.44,2.0,2,1,6,2,ITRN,Ituran Location and Control Ltd.,7.32,Buy
83.44,2.2,1,2,6,1,OC,Owens Corning Inc,5.62,Buy
83.4,1.7,3,1,1.0,2,SFST,"Southern First Bancshares, Inc.",7.96,Buy
