SB,"Safe Bulkers, Inc",Transportation,2.3
SB^B,"Safe Bulkers, Inc",n/a,25.8
SB^C,"Safe Bulkers, Inc",n/a,18.8
SB^D,"Safe Bulkers, Inc",n/a,19.23
SFE,"Safeguard Scientifics, Inc.",Finance,12.05
SAFE,"Safety, Income and Growth, Inc.",Consumer Services,19.36
CRM,Salesforce.com Inc,Technology,86.85
SMM,Salient Midstream & MLP Fund,n/a,11.4
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,19.8
SJT,San Juan Basin Royalty Trust,Energy,6.45
SN,Sanchez Energy Corporation,Energy,6.43
SD,"SandRidge Energy, Inc.",Energy,17.6
SDT,SandRidge Mississippian Trust I,Energy,1.43
SDR,SandRidge Mississippian Trust II,Energy,1.42
PER,SandRidge Permian Trust,Energy,2.85
SNY,Sanofi,Health Care,47.22
SC,Santander Consumer USA Holdings Inc.,Finance,12.89
SOV^C,"Santander Holdings USA, Inc.",n/a,26.0362
SAP,SAP SE,Technology,102.67
SAB,Saratoga Investment Corp,n/a,26.05
SAR,Saratoga Investment Corp,n/a,21.65
SSL,Sasol Ltd.,Energy,27.66
BFS,"Saul Centers, Inc.",Consumer Services,58.08
BFS^C,"Saul Centers, Inc.",n/a,25.63
SCG,Scana Corporation,Public Utilities,66.4
SLB,Schlumberger N.V.,Energy,65.13
SNDR,"Schneider National, Inc.",Transportation,22.04
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,37.03
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,69.59
SALT,Scorpio Bulkers Inc.,Transportation,6.7
SLTB,Scorpio Bulkers Inc.,Transportation,24.3
SBBC,Scorpio Tankers Inc.,Transportation,25.25
SBNA,Scorpio Tankers Inc.,Transportation,24.2
SBNB,Scorpio Tankers Inc.,Transportation,25.08
STNG,Scorpio Tankers Inc.,Transportation,3.77
SMG,Scotts Miracle-Gro Company (The),Basic Industries,90.35
LBF,"Scudder Global High Income Fund, Inc.",n/a,8.7
KMM,Scudder Multi-Market Income Trust,n/a,8.78
KTF,Scudder Municiple Income Trust,n/a,13.56
KST,Scudder Strategic Income Trust,n/a,12.36
KSM,Scudder Strategic Municiple Income Trust,n/a,12.47
SA,"Seabridge Gold, Inc.",Basic Industries,10.9
CKH,"SEACOR Holdings, Inc.",Transportation,34.13
SMHI,SEACOR Marine Holdings Inc.,Transportation,20.17
SDRL,Seadrill Limited,Energy,0.3376
SDLP,Seadrill Partners LLC,Energy,3.37
SEE,Sealed Air Corporation,Basic Industries,44.72
SSW,Seaspan Corporation,Transportation,7
SSW^D,Seaspan Corporation,n/a,21.78
SSW^E,Seaspan Corporation,n/a,22.622
SSW^G,Seaspan Corporation,n/a,21.33
SSW^H,Seaspan Corporation,n/a,21.2
SSWN,Seaspan Corporation,Transportation,25.44
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,15.18
JBN,Select Asset Inc.,Finance,15.5
JBR,Select Asset Inc.,Finance,15.25
WTTR,"Select Energy Services, Inc.",Energy,11.96
SEM,Select Medical Holdings Corporation,Health Care,15
SGZA,"Selective Insurance Group, Inc.",Finance,25.37
SEMG,Semgroup Corporation,Energy,25.7
SMI,Semiconductor  Manufacturing International Corporation,Technology,5.6
SRE,Sempra Energy,Public Utilities,110.92
ST,Sensata Technologies Holding N.V.,Capital Goods,42.97
SXT,Sensient Technologies Corporation,Basic Industries,80.43
SQNS,Sequans Communications S.A.,Technology,3.17
SRG,Seritage Growth Properties,Finance,41.78
SCI,Service Corporation International,Consumer Services,32.99
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,38.95
NOW,"ServiceNow, Inc.",Technology,104.54
SHAK,"Shake Shack, Inc.",Consumer Services,34.53
SJR,Shaw Communications Inc.,Consumer Services,21.43
SHLX,"Shell Midstream Partners, L.P.",Energy,30.26
SHW,Sherwin-Williams Company (The),Consumer Services,349.83
SHG,Shinhan Financial Group Co Ltd,Finance,42.5
SFL,Ship Finance International Limited,Transportation,13.2
SHOP,Shopify Inc.,Technology,86.21
SSTK,"Shutterstock, Inc.",Technology,43.4
SBGL,Sibanye Gold Limited,Basic Industries,4.67
SIG,Signet Jewelers Limited,Consumer Services,61.57
SSNI,"Silver Spring Networks, Inc.",Technology,10.52
SBOW,"SilverBow Resorces, Inc.",Energy,26.1
SPG,"Simon Property Group, Inc.",Consumer Services,155.78
SPG^J,"Simon Property Group, Inc.",n/a,70.012
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,42.82
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,54.24
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,53.05
SIX,Six Flags Entertainment Corporation New,Consumer Services,57.68
SJW,SJW Group,Public Utilities,48.46
SKM,"SK Telecom Co., Ltd.",Public Utilities,24.82
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,28.57
SLG,SL Green Realty Corporation,Consumer Services,102.75
SLG^I,SL Green Realty Corporation,n/a,25.2
SM,SM Energy Company,Energy,15.71
SFS,Smart,Consumer Services,8.35
SNN,"Smith & Nephew SNATS, Inc.",Health Care,34.04
AOS,Smith (A.O.) Corporation,Consumer Durables,56.58
SNAP,Snap Inc.,Technology,17.31
SNA,Snap-On Incorporated,Capital Goods,154.32
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,34.21
SLRA,Solar Capital Ltd.,n/a,25.61
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,11.61
SAH,"Sonic Automotive, Inc.",Consumer Durables,18.2
SON,Sonoco Products Company,Consumer Durables,51.3
SNE,Sony Corp Ord,Consumer Non-Durables,37.54
BID,Sotheby&#39;s,Miscellaneous,53.26
SOR,"Source Capital, Inc.",n/a,38.66
SJI,"South Jersey Industries, Inc.",Public Utilities,33.67
SXE,"Southcross Energy Partners, L.P.",Public Utilities,2.92
SCE^F.CL,Southern California Edison Company,n/a,n/a
SCE^G,Southern California Edison Company,n/a,25.33
SCE^H,Southern California Edison Company,n/a,28.16
SCE^J,Southern California Edison Company,n/a,28.31
SCE^K,Southern California Edison Company,n/a,29.14
SCE^L,Southern California Edison Company,n/a,24.96
SO,Southern Company (The),Public Utilities,47.4
SOJA,Southern Company (The),Public Utilities,27.26
SOJB,Southern Company (The),Public Utilities,25.2
SCCO,Southern Copper Corporation,Basic Industries,34.75
LUV,Southwest Airlines Company,Transportation,63.36
SWX,"Southwest Gas Holdings, Inc.",Public Utilities,73.31
SWN,Southwestern Energy Company,Energy,5.74
SWNC,Southwestern Energy Company,Energy,13.89
SPA,Sparton Corporation,Technology,22.36
SPE,Special Opportunities Fund Inc.,n/a,15.22
SPE^B,Special Opportunities Fund Inc.,n/a,25.5
SEP,"Spectra Energy Partners, LP",Public Utilities,43.77
SPB           ,"Spectrum Brands Holdings, Inc.",Miscellaneous,123.49
TRK,"Speedway Motorsports, Inc.",Consumer Services,17.4
SR,Spire Inc.,Public Utilities,69.55
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,58.28
SRC,"Spirit Realty Capital, Inc.",Consumer Services,7.37
SRLP,Sprague Resources LP,Energy,27.35
S,Sprint Corporation,Public Utilities,8.04
SPXC,SPX Corporation,Technology,25.18
FLOW,"SPX FLOW, Inc.",Technology,36.74
SQ,"Square, Inc.",Technology,23.22
JOE,St. Joe Company (The),Consumer Services,18.2
STAG,"Stag Industrial, Inc.",Consumer Services,26.8
STAG^B,"Stag Industrial, Inc.",n/a,25.54
STAG^C,"Stag Industrial, Inc.",n/a,26.4
SSI,"Stage Stores, Inc.",Consumer Services,1.98
SMP,"Standard Motor Products, Inc.",Capital Goods,50.92
SXI,Standex International Corporation,Technology,90.8
SWJ,"Stanley Black & Decker, Inc.",Capital Goods,25.85
SWK,"Stanley Black & Decker, Inc.",Capital Goods,142.29
SWP,"Stanley Black & Decker, Inc.",Capital Goods,110.11
STN,Stantec Inc,Consumer Services,24.65
SGU,"Star Gas Partners, L.P.",Consumer Services,10.7
SRT,"StarTek, Inc.",Technology,12.92
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,22.32
STT,State Street Corporation,Finance,90.61
STT^C,State Street Corporation,n/a,25.33
STT^D,State Street Corporation,n/a,28.46
STT^E,State Street Corporation,n/a,26.85
STT^G,State Street Corporation,n/a,27.34
STO,Statoil ASA,Energy,16.36
SPLP,Steel Partners Holdings LP,Capital Goods,18.5
SPLP^A,Steel Partners Holdings LP,n/a,22.5
SCS,Steelcase Inc.,Consumer Durables,13.4
SCM,Stellus Capital Investment Corporation,n/a,13.56
SCQ,Stellus Capital Investment Corporation,n/a,25.8
SCL,Stepan Company,Basic Industries,86.91
STE,STERIS plc,Health Care,80.83
STL,Sterling Bancorp,Finance,23.45
STC,Stewart Information Services Corporation,Finance,45.41
SF,Stifel Financial Corporation,Finance,46.37
SF^A,Stifel Financial Corporation,Finance,26.7
STM,STMicroelectronics N.V.,Technology,14.75
SGY,Stone Energy Corporation,Energy,19.4
EDF,Stone Harbor Emerging Markets Income Fund,n/a,15.78
EDI,Stone Harbor Emerging Markets Total Income Fund,n/a,15.16
STON,StoneMor Partners L.P.,Consumer Services,9.01
SRI,"Stoneridge, Inc.",Capital Goods,14.78
STOR,STORE Capital Corporation,Consumer Services,22.15
GJH,STRATS Trust,Finance,9.9634
GJO,STRATS Trust,Finance,21.88
GJS,STRATS Trust,Finance,19.21
SYK,Stryker Corporation,Health Care,139.27
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,62.5
SPH,"Suburban Propane Partners, L.P.",Consumer Services,24.8
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,7.86
INN,"Summit Hotel Properties, Inc.",Consumer Services,18.44
INN^B,"Summit Hotel Properties, Inc.",n/a,25.75
INN^C,"Summit Hotel Properties, Inc.",n/a,26.2
INN^D,"Summit Hotel Properties, Inc.",n/a,25.9
SUM,"Summit Materials, Inc.",Basic Industries,29
SMLP,"Summit Midstream Partners, LP",Public Utilities,23.15
SUI,"Sun Communities, Inc.",Consumer Services,86.69
SUI^A,"Sun Communities, Inc.",n/a,25.48
SLF,Sun Life Financial Inc.,Finance,35.88
SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,17.65
SXC,"SunCoke Energy, Inc.",Basic Industries,11.02
SU,Suncor Energy  Inc.,Energy,28.47
SUN,Sunoco LP,Energy,30.24
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,15.98
SHO^E,"Sunstone Hotel Investors, Inc.",n/a,26.06
SHO^F,"Sunstone Hotel Investors, Inc.",n/a,25.77
STI,"SunTrust Banks, Inc.",Finance,57.36
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a
STI^A,"SunTrust Banks, Inc.",n/a,24.6
STI^E,"SunTrust Banks, Inc.",n/a,25.69
SPN,"Superior Energy Services, Inc.",Energy,9.88
SUP,"Superior Industries International, Inc.",Capital Goods,19.1
SVU,SuperValu Inc.,Consumer Non-Durables,3.12
SLD,Sutherland Asset Management Corporation,Consumer Services,14.8
SWFT,Swift Transportation Company,Transportation,26.45
SWZ,"Swiss Helvetia Fund, Inc. (The)",n/a,12.58
SYF,Synchrony Financial,Finance,29.38
SYT,Syngenta AG,Basic Industries,92.27
SNX,Synnex Corporation,Technology,117.81
SNV,Synovus Financial Corp.,Finance,44.68
SNV^C,Synovus Financial Corp.,n/a,27.85
GJP,"Synthetic Fixed-Income Securities, Inc.",n/a,22.0101
GJR,"Synthetic Fixed-Income Securities, Inc.",n/a,21.2
GJT,"Synthetic Fixed-Income Securities, Inc.",Finance,19.21
GJV,"Synthetic Fixed-Income Securities, Inc.",Finance,25.86
SYY,Sysco Corporation,Consumer Non-Durables,49.11
SYX,Systemax Inc.,Consumer Services,18.91
DATA,"Tableau Software, Inc.",Technology,61.27
TAHO,"Tahoe Resources, Inc.",Basic Industries,5.56
TLRD,"Tailored Brands, Inc.",Consumer Services,11.37
TWN,"Taiwan Fund, Inc. (The)",n/a,19.6
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,34.5
TAL,TAL Education Group,Consumer Services,124.66
TEGP,"Tallgrass Energy GP, LP",Public Utilities,25.2
TEP,"Tallgrass Energy Partners, LP",Public Utilities,50.68
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,25.6
NGLS^A,Targa Resources Partners LP,n/a,26.8
TRGP,"Targa Resources, Inc.",Public Utilities,44.47
TGT,Target Corporation,Consumer Services,51.44
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,116.29
TTM,Tata Motors Ltd,Capital Goods,33.16
TCO,"Taubman Centers, Inc.",Consumer Services,58.11
TCO^J,"Taubman Centers, Inc.",n/a,25.29
TCO^K,"Taubman Centers, Inc.",n/a,25.48
TMHC,Taylor Morrison Home Corporation,Capital Goods,23.84
TCP,"TC PipeLines, LP",Public Utilities,56.9
TCF,TCF Financial Corporation,Finance,16.1
TCF.WS,TCF Financial Corporation,n/a,n/a
TCF^B,TCF Financial Corporation,n/a,25.35
TCF^C,TCF Financial Corporation,n/a,25.87
TSI,"TCW Strategic Income Fund, Inc.",n/a,5.53
TEL,TE Connectivity Ltd.,Consumer Non-Durables,78.24
TISI,"Team, Inc.",Consumer Services,22.95
FTI,TechnipFMC plc,Energy,26.96
TECK,Teck Resources Ltd,Basic Industries,17.89
TK,Teekay Corporation,Transportation,7.36
TGP,Teekay LNG Partners L.P.,Consumer Services,16.65
TGP^A,Teekay LNG Partners L.P.,n/a,25.02
TOO,Teekay Offshore Partners L.P.,Consumer Services,2.7
TOO^A,Teekay Offshore Partners L.P.,n/a,16.38
TOO^B,Teekay Offshore Partners L.P.,n/a,18.8
TNK,Teekay Tankers Ltd.,Consumer Services,1.78
GCI,TEGNA Inc.,Consumer Services,8.45
TGNA,TEGNA Inc.,Consumer Services,14.28
TRC,Tejon Ranch Co,Finance,20.56
HQH,Tekla Healthcare Investors,n/a,25.03
THQ,Tekla Healthcare Opportunies Fund,n/a,18.19
HQL,Tekla Life Sciences Investors,n/a,20.79
THW,Tekla World Healthcare Fund,n/a,15.11
TDOC,"Teladoc, Inc.",Health Care,34.7
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,28.76
TI,Telecom Italia S.P.A.,Consumer Services,9.22
TI.A,Telecom Italia S.P.A.,n/a,n/a
TDY,Teledyne Technologies Incorporated,Capital Goods,129.43
TFX,Teleflex Incorporated,Health Care,204.74
VIV,Telefonica Brasil S.A.,Public Utilities,13.4
TEF,Telefonica SA,Public Utilities,10.3
TDA,"Telephone and Data Systems, Inc.",Public Utilities,25.09
TDE,"Telephone and Data Systems, Inc.",Public Utilities,25.4772
TDI,"Telephone and Data Systems, Inc.",Public Utilities,25.6
TDJ,"Telephone and Data Systems, Inc.",Public Utilities,25.84
TDS,"Telephone and Data Systems, Inc.",Public Utilities,27.83
TU,TELUS Corporation,Public Utilities,34.6
TDF,"Templeton Dragon Fund, Inc.",n/a,20.1
EMF,Templeton Emerging Markets Fund,n/a,14.75
TEI,"Templeton Emerging Markets Income Fund, Inc.",n/a,11.04
GIM,"Templeton Global Income Fund, Inc.",n/a,6.62
TPX,"Tempur Sealy International, Inc.",Consumer Durables,50.19
TS,Tenaris S.A.,Basic Industries,31.21
THC,Tenet Healthcare Corporation,Health Care,18.24
TNC,Tennant Company,Technology,73.55
TEN,Tenneco Inc.,Capital Goods,57.04
TVC,Tennessee Valley Authority,Public Utilities,25.36
TVE,Tennessee Valley Authority,Public Utilities,25
TDC,Teradata Corporation,Technology,28.43
TER,"Teradyne, Inc.",Capital Goods,30.8
TEX,Terex Corporation,Capital Goods,36.6
TX,Ternium S.A.,Basic Industries,28.05
TNH,"Terra Nitrogen Company, L.P.",Basic Industries,86.2
TRNO,Terreno Realty Corporation,Finance,32.87
TRNO^A.CL,Terreno Realty Corporation,n/a,n/a
TSO,Tesoro Corporation,Energy,94.13
TLLP,Tesoro Logistics LP,Energy,51.5
TTI,"Tetra Technologies, Inc.",Energy,2.68
TEVA,Teva Pharmaceutical Industries Limited,Health Care,31.77
TPL,Texas Pacific Land Trust,Energy,289.79
TGH,Textainer Group Holdings Limited,Technology,14.15
TXT,Textron Inc.,Capital Goods,47.43
TTF,"Thai Fund, Inc. (The)",n/a,8.58
AES,The AES Corporation,Basic Industries,10.68
BX,The Blackstone Group L.P.,Finance,32.88
SCHW,The Charles Schwab Corporation,Finance,43.48
SCHW^B,The Charles Schwab Corporation,n/a,25.51
SCHW^C,The Charles Schwab Corporation,n/a,27.47
SCHW^D,The Charles Schwab Corporation,n/a,27.53
SRV,The Cushing MLP Total Return Fund,n/a,12.22
GRX,The Gabelli Healthcare & Wellness Trust,n/a,10.65
GRX^A,The Gabelli Healthcare & Wellness Trust,n/a,26.15
GRX^B,The Gabelli Healthcare & Wellness Trust,n/a,27.3
GDL,The GDL Fund,n/a,10.21
GDL^B,The GDL Fund,n/a,50.35
THG,"The Hanover Insurance Group, Inc.",Finance,88.08
THGA,"The Hanover Insurance Group, Inc.",Finance,25.75
RUBI,"The Rubicon Project, Inc.",Technology,5.13
TRV,"The Travelers Companies, Inc.",Finance,126.18
TMO,Thermo Fisher Scientific Inc,Capital Goods,175.04
THR,"Thermon Group Holdings, Inc.",Energy,18.74
TPRE,Third Point Reinsurance Ltd.,Finance,13.8
TSLF,THL Credit Senior Loan Fund,n/a,17.84
TCRX,"THL Credit, Inc.",n/a,25.54
TCRZ,"THL Credit, Inc.",n/a,26.15
TRI,Thomson Reuters Corp,Consumer Services,45.82
THO,"Thor Industries, Inc.",Consumer Non-Durables,103.13
TDW,Tidewater Inc.,Consumer Services,0.721
TIER,"TIER REIT, Inc.",Consumer Services,17.9
TIF,Tiffany & Co.,Consumer Services,93.05
TLYS,"Tilly&#39;s, Inc.",Consumer Services,9.8
TSU,TIM Participacoes S.A.,Public Utilities,14.89
TIME,Time Inc.,Consumer Services,14.15
TWX,Time Warner Inc.,Consumer Services,101.5
TKR,Timken Company (The),Capital Goods,45.85
TMST,Timken Steel Corporation,Basic Industries,14.58
TWI,"Titan International, Inc.",Basic Industries,11.93
TJX,"TJX Companies, Inc. (The)",Consumer Services,70.29
TOL,Toll Brothers Inc.,Capital Goods,39.2
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,35.2
BLD,TopBuild Corp.,Basic Industries,52.78
TMK,Torchmark Corporation,Finance,76.73
TMK^B,Torchmark Corporation,n/a,25.45
TMK^C,Torchmark Corporation,n/a,26.95
TTC,Toro Company (The),Capital Goods,69.19
TD,Toronto Dominion Bank (The),Finance,50.23
NDP,"Tortoise Energy Independence Fund, Inc.",n/a,13.2
TYG,Tortoise Energy Infrastructure Corporation,n/a,29.83
NTG,"Tortoise MLP Fund, Inc.",n/a,19.01
TTP,"Tortoise Pipeline & Energy Fund, Inc.",n/a,18.99
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,20.72
TOT,Total S.A.,Energy,48.88
TSS,"Total System Services, Inc.",Miscellaneous,57.62
TOWR,"Tower International, Inc.",Capital Goods,21.55
TSQ,"Townsquare Media, Inc.",Consumer Services,9.99
TM,Toyota Motor Corp Ltd Ord,Capital Goods,107.45
TPGE,TPG Pace Energy Holdings Corp.,Finance,10.06
TPGE.U,TPG Pace Energy Holdings Corp.,n/a,n/a
TPGE.WS,TPG Pace Energy Holdings Corp.,n/a,n/a
TPGH.U,TPG Pace Holdings Corp.,n/a,n/a
TSLX,"TPG Specialty Lending, Inc.",n/a,20.44
TAC,TransAlta Corporation,Public Utilities,6.35
TRP,TransCanada Corporation,Public Utilities,48.24
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,29.39
TDG,Transdigm Group Incorporated,Capital Goods,263.6
TLP,TransMontaigne Partners L.P.,Energy,42.32
RIG,Transocean Ltd.,Energy,8.04
TGS,Transportadora De Gas Sa Ord B,Public Utilities,16.5
TRU,TransUnion,Finance,43.52
TVPT,Travelport Worldwide Limited,Consumer Services,13.46
TREC,Trecora Resources,Energy,11.1
TG,Tredegar Corporation,Capital Goods,14.95
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,81.29
TRMR,"Tremor Video, Inc.",Technology,2.37
TREX,"Trex Company, Inc.",Basic Industries,67.63
TY,Tri Continental Corporation,n/a,24.27
TY^,Tri Continental Corporation,n/a,51.39
TPH,"TRI Pointe Group, Inc.",Capital Goods,13.09
TCAP,Triangle Capital Corporation,n/a,17.58
TCCA,Triangle Capital Corporation,n/a,25.6
TCCB,Triangle Capital Corporation,n/a,25.54
TRCO,Tribune Media Company,Consumer Services,40.82
TNET,"TriNet Group, Inc.",Miscellaneous,32.24
TRN,"Trinity Industries, Inc.",Capital Goods,27.67
TSE,Trinseo S.A.,Basic Industries,67.85
TPVG,TriplePoint Venture Growth BDC Corp.,n/a,13.34
TPVZ,TriplePoint Venture Growth BDC Corp.,n/a,25.4989
GTS,Triple-S Management Corporation,Finance,16.39
TRTN,Triton International Limited,Technology,33.12
TGI,"Triumph Group, Inc.",Capital Goods,31.45
TROX,Tronox Limited,Basic Industries,15.36
TBI,"TrueBlue, Inc.",Technology,26.2
TNP,Tsakos Energy Navigation Ltd,Transportation,4.89
TNP^B,Tsakos Energy Navigation Ltd,n/a,25.5
TNP^C,Tsakos Energy Navigation Ltd,n/a,26.02
TNP^D,Tsakos Energy Navigation Ltd,n/a,25.09
TNP^E,Tsakos Energy Navigation Ltd,n/a,25.15
TUP,Tupperware Brands Corporation,Consumer Non-Durables,69.27
TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,8.09
TKF,"Turkish Investment Fund, Inc. (The)",n/a,9.3592
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,14.77
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,2.67
TPC,Tutor Perini Corporation,Basic Industries,28.8
TWLO,Twilio Inc.,Technology,28.31
TWTR,"Twitter, Inc.",Technology,17.92
TWO,Two Harbors Investments Corp,Consumer Services,9.98
TWO^A,Two Harbors Investments Corp,n/a,27.76
TYL,"Tyler Technologies, Inc.",Technology,170.04
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,60.21
USB,U.S. Bancorp,Finance,52.18
USB^A,U.S. Bancorp,Finance,898.16
USB^H,U.S. Bancorp,n/a,24.27
USB^M,U.S. Bancorp,n/a,29.68
USB^O,U.S. Bancorp,n/a,26.07
USPH,"U.S. Physical Therapy, Inc.",Health Care,61.8
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,34.55
UBS,UBS AG,Finance,17.31
UCP,"UCP, Inc.",Capital Goods,11.06
UGI,UGI Corporation,Public Utilities,48.08
UGP,Ultrapar Participacoes S.A.,Public Utilities,23.23
UMH,"UMH Properties, Inc.",Consumer Services,16.72
UMH^A,"UMH Properties, Inc.",n/a,25.9801
UMH^B,"UMH Properties, Inc.",n/a,27.65
UA,"Under Armour, Inc.",Consumer Non-Durables,19.1
UAA,"Under Armour, Inc.",Consumer Non-Durables,20.65
UFI,"Unifi, Inc.",Consumer Non-Durables,29.73
UNF,Unifirst Corporation,Consumer Services,137.95
UN,Unilever NV,Basic Industries,54.66
UL,Unilever PLC,Basic Industries,53.47
UNP,Union Pacific Corporation,Transportation,107.76
UIS,Unisys Corporation,Technology,12.45
UNT,Unit Corporation,Energy,17.09
UAL,"United Continental Holdings, Inc.",Transportation,77.71
UDR,"United Dominion Realty Trust, Inc.",Consumer Services,38.07
UMC,United Microelectronics Corporation,Technology,2.38
UPS,"United Parcel Service, Inc.",Transportation,109.24
URI,"United Rentals, Inc.",Technology,112.35
USM,United States Cellular Corporation,Public Utilities,37.56
UZA,United States Cellular Corporation,Public Utilities,25.81
UZB,United States Cellular Corporation,Public Utilities,26.49
UZC,United States Cellular Corporation,Public Utilities,27.02
X,United States Steel Corporation,Basic Industries,21.99
UTX,United Technologies Corporation,Capital Goods,121.89
UNH,UnitedHealth Group Incorporated,Health Care,186.94
UTL,UNITIL Corporation,Public Utilities,48.25
UNVR,Univar Inc.,Consumer Durables,27.75
UVV,Universal Corporation,Consumer Services,62.85
UHT,Universal Health Realty Income Trust,Consumer Services,80.36
UHS,"Universal Health Services, Inc.",Health Care,119.74
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,24.9
UTI,Universal Technical Institute Inc,Consumer Services,3.59
UNM,Unum Group,Finance,47.32
UE,Urban Edge Properties,Finance,23.64
UBA,Urstadt Biddle Properties Inc.,Consumer Services,19.86
UBP,Urstadt Biddle Properties Inc.,Consumer Services,17.43
UBP^F,Urstadt Biddle Properties Inc.,n/a,25.745
UBP^G,Urstadt Biddle Properties Inc.,n/a,26.33
USFD,US Foods Holding Corp.,Consumer Non-Durables,26.48
USAC,"USA Compression Partners, LP",Public Utilities,16.6
USNA,"USANA Health Sciences, Inc.",Consumer Durables,63.65
USDP,USD Partners LP,Transportation,11.45
USG,USG Corporation,Capital Goods,28.25
BIF,"USLIFE Income Fund, Inc.",n/a,9.76
VFC,V.F. Corporation,Consumer Non-Durables,56.13
EGY,Vaalco Energy Inc,Energy,0.8982
MTN,"Vail Resorts, Inc.",Consumer Services,199.09
VALE,VALE S.A.,Basic Industries,8.76
VALE.P,VALE S.A.,n/a,n/a
VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,16.6
VLO,Valero Energy Corporation,Energy,66.46
VLP,Valero Energy Partners LP,Energy,45.59
VHI,"Valhi, Inc.",Basic Industries,3.04
VR,"Validus Holdings, Ltd.",Finance,52.17
VR^A,"Validus Holdings, Ltd.",n/a,25.6
VR^B,"Validus Holdings, Ltd.",n/a,25.34
VLY,Valley National Bancorp,Finance,11.91
VLY.WS,Valley National Bancorp,n/a,n/a
VLY^A,Valley National Bancorp,Finance,29.11
VMI,"Valmont Industries, Inc.",Capital Goods,150.35
VVV,Valvoline Inc.,Basic Industries,22.97
VNTV,"Vantiv, Inc.",Miscellaneous,59.93
VAR,"Varian Medical Systems, Inc.",Health Care,103.13
VGR,Vector Group Ltd.,Consumer Non-Durables,20.67
VVC,Vectren Corporation,Public Utilities,57.88
VEC,"Vectrus, Inc.",Consumer Services,32.39
VEDL,Vedanta  Limited,Capital Goods,16.03
VEEV,Veeva Systems Inc.,Technology,60.32
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",Consumer Services,25.42
VTR,"Ventas, Inc.",Consumer Services,67.61
VER,VEREIT Inc.,Consumer Services,8.11
VER^F,VEREIT Inc.,n/a,26.46
PAY,"Verifone Systems, Inc.",Miscellaneous,17.48
VRTV,Veritiv Corporation,Consumer Services,43.5
VZ,Verizon Communications Inc.,Public Utilities,43.52
VZA,Verizon Communications Inc.,Public Utilities,27.02
VET,Vermilion Energy Inc.,Energy,30.78
VRS,Verso Corporation,Basic Industries,4.55
VSM,"Versum Materials, Inc.",Basic Industries,31.35
VVI,Viad Corp,Miscellaneous,46.55
VCO,Vina Concha Y Toro,Consumer Non-Durables,31.75
VNCE,Vince Holding Corp.,Consumer Services,0.4822
VIPS,Vipshop Holdings Limited,Consumer Services,10.05
ZTR,Virtus Global Dividend & Income Fund Inc.,n/a,12.69
VGI,Virtus Global Multi-Sector Income Fund,n/a,17.05
ZF,Virtus Total Return Fund Inc.,n/a,12.21
V,Visa Inc.,Miscellaneous,93.25
VSH,"Vishay Intertechnology, Inc.",Capital Goods,16.5
VPG,"Vishay Precision Group, Inc.",Capital Goods,17.2
VSTO,Vista Outdoor Inc.,Capital Goods,22.55
VC,Visteon Corporation,Capital Goods,101.27
VST,Vistra Energy Corp.,Public Utilities,16.47
VSI,"Vitamin Shoppe, Inc",Consumer Non-Durables,10.85
VSLR,"Vivint Solar, Inc.",Capital Goods,5.55
VMW,"Vmware, Inc.",Technology,87.51
VOC,VOC Energy Trust,Energy,4.36
